Appliances,Random Forest,Random Forest (error),Linear Regression,Linear Regression (error),Tree,Tree (error),kNN,kNN (error),lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,RH_out,Visibility,Tdewpoint,rv1,rv2,Press_mm_hg,Windspeed
60,57,-3,46.3881,-13.6119,55,-5,48,-12,0,20.73,35.5,17.29,39.76,20.29,36.9,19.6,34.59,18.29,49,-0.166667,69.23,20.7,33.3633,22.79,39.29,18.89,39.9,-0.05,90.5,40,-1.45,7.49095,7.49095,768.3,1.5
50,52,2,46.9613,-3.03872,50,0,46,-4,0,20.7,35.4667,17.2,39.7,20.29,36.9,19.6,34.59,18.29,49,-0.2,69.345,20.7,33.5,22.79,39.3267,18.89,39.9667,-0.233333,91,38,-1.53333,45.7344,45.7344,768.267,1.66667
50,52.2095,2.20952,45.7884,-4.21164,50,0,56,6,0,20.7,35.4,17.2,39.76,20.29,36.9,19.5,34.59,18.29,49,-0.233333,69.5,20.7,33.56,22.79,39.4,18.945,40,-0.416667,91.5,36,-1.61667,23.1966,23.1966,768.233,1.83333
50,47.3333,-2.66667,46.9495,-3.05053,50,0,42,-8,0,20.6667,35.3633,17.1,39.79,20.29,36.9,19.5,34.59,18.29,49,-0.366667,69.2267,20.7,33.59,22.76,39.29,18.89,40.09,-0.6,92,34,-1.7,36.4291,36.4291,768.2,2
40,42.4333,2.43333,45.6265,5.62646,40,0,52,12,0,20.6,35.29,17.1,39.79,20.29,37,19.5,34.5,18.2,49,-0.533333,68.7967,20.7,33.59,22.7,39.29,18.89,40.09,-0.733333,92.1667,34,-1.81667,19.1238,19.1238,768.233,1.83333
40,42.4333,2.43333,44.8176,4.81759,40,0,48,8,0,20.6,35.29,17.1,39.79,20.29,37,19.5,34.5,18.2,49,-0.666667,68.53,20.7,33.59,22.7,39.26,18.9267,40.09,-0.866667,92.3333,34,-1.93333,10.8979,10.8979,768.267,1.66667
50,46.4333,-3.56667,44.6513,-5.3487,50,0,56,6,0,20.5333,35.29,17.0333,39.79,20.29,37,19.5,34.5,18.2,49,-0.833333,68.5233,20.7,33.59,22.7,39.26,18.9267,40.09,-1,92.5,34,-2.05,23.3036,23.3036,768.3,1.5
30,50.8,20.8,44.8521,14.8521,30,0,46,16,0,20.5,35.29,16.9633,39.79,20.29,37.0675,19.5,34.5,18.2,49,-0.966667,68.5967,20.7,33.59,22.6,39.2,18.89,40.2,-1.13333,92.6667,34,-2.16667,40.8389,40.8389,768.333,1.33333
50,48.6429,-1.35714,47.3507,-2.64929,50,0,56,6,0,20.5,35.29,16.89,39.79,20.29,37.09,19.5,34.5,18.2,49,-1,69.26,20.6333,33.59,22.6,39.2,18.89,40.2,-1.26667,92.8333,34,-2.28333,18.2812,18.2812,768.367,1.16667
60,57.7429,-2.25714,44.2838,-15.7162,62.5,2.5,56,-4,0,20.4633,35.2,16.84,39.79,20.2,37,19.5,34.5,18.2,49,-1,69.4667,20.6,33.59,22.6,39.2,18.89,40.23,-1.4,93,34,-2.4,22.4109,22.4109,768.4,1
40,44.75,4.75,43.8314,3.83141,45,5,50,10,0,20.39,35.2,16.79,39.79,20.2,37,19.39,34.3633,18.1,49.09,-1.13333,69.23,20.6,33.59,22.6,39.2,18.9633,40.29,-1.26667,93,34.8333,-2.26667,12.3359,12.3359,768.467,1.33333
60,52.3262,-7.67381,42.5187,-17.4813,62.5,2.5,56,-4,0,20.39,35.2,16.79,39.8633,20.2,37,19.39,34.29,18.1,49.045,-1.2,69.3633,20.6,33.56,22.5,39.1633,18.89,40.29,-1.13333,93,35.6667,-2.13333,23.7901,23.7901,768.533,1.66667
60,80.0762,20.0762,42.9233,-17.0767,62.5,2.5,56,-4,0,20.39,35.2,16.76,39.9,20.2,37,19.39,34.29,18.1,49.09,-1.23,69.6233,20.6,33.5,22.5,39.09,18.89,40.29,-1,93,36.5,-2,22.5833,22.5833,768.6,2
50,54.8024,4.80238,42.0832,-7.91683,50,0,54,4,0,20.29,35.1633,16.7,39.9667,20.2,37,19.39,34.29,18.1,49.09,-1.23,70.0233,20.5333,33.4667,22.5,39.1633,18.89,40.4,-0.866667,93,37.3333,-1.86667,25.6832,25.6832,768.667,2.33333
70,57.9452,-12.0548,42.6265,-27.3735,62.5,-7.5,48,-22,0,20.29,35.1633,16.7,40,20.2,37,19.34,34.29,18.1,49.09,-1.2,70.2933,20.6,33.475,22.5,39.1633,18.89,40.4,-0.733333,93,38.1667,-1.73333,15.9011,15.9011,768.733,2.66667
50,79.1536,29.1536,40.1386,-9.86144,45,-5,44,-6,0,20.29,35.1633,16.6333,40,20.2,37,19.39,34.29,18.1,49.09,-1.2,70.5,20.5333,33.5,22.39,39.09,19,40.4333,-0.6,93,39,-1.6,41.9212,41.9212,768.8,3
50,51.7917,1.79167,41.3741,-8.62594,50,0,56,6,0,20.29,35.09,16.6,40.03,20.26,37,19.3233,34.29,18.1,49.09,-1.2,70.6,20.5,33.5,22.39,39.2,19,40.5,-0.683333,93.1667,39.5,-1.66667,20.9925,20.9925,768.867,2.83333
50,101.65,51.65,41.2766,-8.72341,236.667,186.667,50,0,0,20.23,35.03,16.6,40.09,20.29,37,19.3567,34.26,18.1,49.09,-1.125,71.0425,20.5,33.4333,22.3233,39.2,18.89,40.5,-0.766667,93.3333,40,-1.73333,49.3046,49.3046,768.933,2.66667
50,47.3512,-2.64881,42.7522,-7.24776,50,0,48,-2,0,20.2,35,16.5,40.1267,20.29,37.06,19.29,34.26,18.0333,49.03,-1.1,71.2633,20.5,33.6267,22.29,39.29,18.89,40.5,-0.85,93.5,40.5,-1.8,31.8583,31.8583,769,2.5
30,40.3179,10.3179,41.6337,11.6337,35,5,42,12,0,20.2,35,16.5,40.1267,20.29,37.09,19.29,34.2,18,49,-1,71.3667,20.5,33.76,22.29,39.29,19,40.53,-0.933333,93.6667,41,-1.86667,36.1228,36.1228,769.067,2.33333
40,40.3571,0.357143,41.629,1.629,40,0,54,14,0,20.1,35.03,16.5,40.09,20.23,37.03,19.29,34.2,18,49,-1,71.16,20.5,33.8267,22.29,39.4,18.9267,40.59,-1.01667,93.8333,41.5,-1.93333,30.5444,30.5444,769.133,2.16667
40,41.8571,1.85714,39.9392,-0.0608469,40,0,58,18,0,20.1,35.09,16.5,40.1633,20.2,37,19.29,34.2,18,49,-1,71.1233,20.5,33.9,22.23,39.3267,19,40.59,-1.1,94,42,-2,16.2666,16.2666,769.2,2
40,42.675,2.675,41.8354,1.83543,40,0,46,6,0,20.1,35.09,16.4633,40.1633,20.2,37,19.23,34.1267,18,49,-1,71.0633,20.5,33.9,22.2,39.29,18.89,40.59,-1.01667,94,42.8333,-1.91667,38.0017,38.0017,769.267,2.33333
60,51.5417,-8.45833,41.057,-18.943,62.5,2.5,54,-6,0,20.1,35.09,16.39,40.09,20.1,37,19.2,34.09,18,49,-1,71.03,20.5,33.9667,22.2,39.29,18.9633,40.6633,-0.933333,94,43.6667,-1.83333,27.5573,27.5573,769.333,2.66667
70,64.1905,-5.80952,41.5819,-28.4181,62.5,-7.5,62,-8,0,20,35,16.39,40.03,20.1,37,19.2,34.09,18,49,-1,71.03,20.5,34,22.2,39.3267,18.9267,40.7,-0.85,94,44.5,-1.75,17.4545,17.4545,769.4,3
60,60.4381,0.438095,37.1702,-22.8298,57.5,-2.5,54,-6,0,20,35,16.39,40.1633,20.1,37,19.26,34.5,18,49,-1,70.9633,20.5,34,22.1333,39.4,19,40.7,-0.766667,94,45.3333,-1.66667,30.4017,30.4017,769.467,3.33333
60,60.7238,0.72381,38.2035,-21.7965,62.5,2.5,54,-6,0,20,35.03,16.39,40.23,20.1,36.9,19.2,34.6333,17.9267,49,-0.933333,71.09,20.5,34.09,22.1,39.5,18.89,40.7,-0.683333,94,46.1667,-1.58333,27.2583,27.2583,769.533,3.66667
60,60.7905,0.790476,33.4523,-26.5477,62.5,2.5,52,-8,0,20,35.09,16.445,40.2675,20.0333,36.6933,19.2,34.8267,17.9633,49,-0.866667,71.09,20.5,34.09,22.1,39.56,18.9633,40.7,-0.6,94,47,-1.5,45.0309,45.0309,769.6,4
70,66.6476,-3.35238,34.51,-35.49,70,0,60,-10,0,19.9633,35.1267,16.4633,40.1267,20,36.4,19.26,34.9667,17.89,49,-0.733333,71.23,20.39,34.06,22.1,39.59,19,40.7,-0.466667,93.3333,48.8333,-1.45,10.7542,10.7542,769.65,4
70,69.0476,-0.952381,35.5391,-34.4609,70,0,64,-6,0,19.89,35.2,16.5,40.09,20,36.4,19.23,35.1567,17.89,49,-0.666667,71.23,20.39,33.9333,22.1,39.6633,19,40.7,-0.333333,92.6667,50.6667,-1.4,16.9398,16.9398,769.7,4
70,69.0476,-0.952381,34.0531,-35.9469,70,0,50,-20,0,19.89,35.2,16.5667,40.09,20,36.4,19.29,35.29,17.89,49,-0.533333,71.09,20.39,33.8633,22.1,39.8267,19,40.7,-0.2,92,52.5,-1.35,22.1395,22.1395,769.75,4
70,65.9619,-4.0381,34.2486,-35.7514,70,0,62,-8,0,19.89,35.26,16.6333,40.23,20.0667,36.4667,19.3233,35.4633,17.89,49,-0.366667,70.9667,20.39,33.73,22.1,39.9,19,40.7,-0.0666667,91.3333,54.3333,-1.3,32.3557,32.3557,769.8,4
50,54.8381,4.8381,35.3174,-14.6826,57.5,7.5,46,-4,0,19.89,35.4,16.7,40.23,20.0667,36.4667,19.39,35.6633,17.89,48.8633,-0.233333,70.76,20.39,33.7,22.0333,39.9633,19.0333,40.6267,0.0666667,90.6667,56.1667,-1.25,10.8896,10.8896,769.85,4
60,55.2381,-4.7619,36.4425,-23.5575,57.5,-2.5,46,-14,0,19.89,35.4667,16.79,39.9667,20,36.3267,19.55,35.845,17.89,48.5967,0.05,70.495,20.365,33.32,22.0333,39.9633,19.1,40.6267,0.2,90,58,-1.2,14.4749,14.4749,769.9,4
60,50.881,-9.11905,38.1806,-21.8194,57.5,-2.5,58,-2,0,19.89,35.6933,16.9967,39.8267,20,36.23,19.73,35.6,17.89,48.2233,0.366667,70.1667,20.29,33.1333,21.9633,39.6333,19.1333,40.3633,0.566667,88.5,58.8333,-1.1,35.0118,35.0118,769.867,4.33333
30,38.3571,8.35714,45.1782,15.1782,45,15,104,74,0,19.89,36.125,17.3933,39.2333,19.9267,36.23,19.8567,35.3267,17.89,47.9633,0.633333,69.5667,20.29,33.1333,21.9725,39.425,19.2,39.83,0.933333,87,59.6667,-1,22.2072,22.2072,769.833,4.66667
60,75.675,15.675,69.779,9.77898,65,5,48,-12,10,19.89,36.3333,17.7933,38.6333,19.89,36.2,19.9267,35.0267,17.89,47.6633,0.866667,68.1967,20.29,33,22,39.4,19.2,39.1333,1.3,85.5,60.5,-0.9,13.3892,13.3892,769.8,5
100,70.8929,-29.1071,49.0558,-50.9442,110,10,122,22,0,19.89,36.43,18.3,38.1,19.89,36.2,20.0667,34.9,17.89,47.39,1.19333,67.3967,20.29,32.8633,22,39.53,19.2,39,1.66667,84,61.3333,-0.8,34.3835,34.3835,769.767,5.33333
120,87.6389,-32.3611,49.3028,-70.6972,110,-10,86,-34,0,19.89,36.3633,18.6333,37.6933,19.89,36.2,20.23,34.8267,17.89,47.1,1.66333,66.3967,20.23,32.5967,22,39.4633,19.2,38.8633,2.03333,82.5,62.1667,-0.7,48.1487,48.1487,769.733,5.66667
100,98.5762,-1.42381,83.3143,-16.6857,110,10,126,26,0,20.0333,38.2667,19.0667,37.1,19.89,36.26,20.3567,34.7667,17.89,46.7667,1.99,65.3233,20.2,32.49,22.1,39.2233,19.2,38.79,2.4,81,63,-0.6,1.55032,1.55032,769.7,6
90,112.183,22.1833,94.962,4.96196,75,-15,76,-14,0,20.1,38.86,19.3267,36.9,20,36.29,20.4175,34.865,17.89,46.4667,2.59667,62.8967,20.2,32.0967,22.1,39.09,19.2,38.845,2.76667,78.8333,56.3333,-0.633333,14.0684,14.0684,769.7,6.16667
100,124.017,24.0167,83.8599,-16.1401,93.3333,-6.66667,54,-46,0,20.1,38.16,19.6633,36.6633,20,36.29,20.5667,35.1633,17.89,46.3267,2.99,59.1567,20.2,31.73,22.0667,38.13,19.2,39,3.13333,76.6667,49.6667,-0.666667,41.6322,41.6322,769.7,6.33333
130,120.876,-9.12381,77.837,-52.163,210,80,158,28,0,20.1,37.8267,19.93,36.59,20,36.23,20.7,35.29,17.89,45.99,3.5,55.2933,20.26,31.99,22.0667,37.4633,19.2,39,3.5,74.5,43,-0.7,27.1075,27.1075,769.7,6.5
130,131.335,1.33452,77.5862,-52.4138,210,80,174,44,0,20.1,37.66,20.23,36.2233,20,36.29,20.7,35.29,17.89,45.5967,3.9,50.96,20.29,31.8267,22.23,37.1633,19.2,39.1633,3.86667,72.3333,36.3333,-0.733333,20.7505,20.7505,769.7,6.66667
130,130.554,0.553571,77.1791,-52.8209,127.5,-2.5,182,52,0,20.1667,37.4,20.3567,35.89,20,36.29,20.795,35.79,17.89,45.3633,4.26,47.4933,20.29,31.5667,22.3567,37.03,19.2,39.1633,4.23333,70.1667,29.6667,-0.766667,8.62897,8.62897,769.7,6.83333
130,123.235,-6.76548,76.4271,-53.5729,127.5,-2.5,130,0,0,20.2,37.1567,20.6,35.5267,20.0333,36.23,20.89,36.29,17.89,45.29,4.46667,46.3,20.29,31.1333,22.5333,36.9667,19.1,39.3267,4.6,68,23,-0.8,17.7176,17.7176,769.7,7
140,132.568,-7.43214,77.6958,-62.3042,127.5,-12.5,74,-66,0,20.2,37.0967,20.6975,35.245,20.0333,36.23,21,36.0667,17.89,45.2,4.76,44.03,20.3567,30.8,22.6,36.8267,19.1,39.4,4.9,67.6667,23,-0.583333,37.8436,37.8436,769.683,6.83333
110,110.883,0.883333,82.8785,-27.1215,127.5,17.5,90,-20,0,20.29,37.1,20.79,34.86,20.0333,36.23,21,36.26,17.89,45.2,5.02667,42.8967,20.39,30.43,22.7,36.9,19.1333,39.3633,5.2,67.3333,23,-0.366667,4.35095,4.35095,769.667,6.66667
60,81.2845,21.2845,80.561,20.561,56.6667,-3.33333,206,146,0,20.29,36.9,20.79,34.79,20.1,36.29,20.89,36.3333,18,46.8333,5.22667,41.2633,20.39,30.23,22.76,37.0267,19.2,39.0967,5.5,67,23,-0.15,34.5019,34.5019,769.65,6.5
60,63.8,3.8,100.207,40.2065,83.3333,23.3333,96,36,10,20.29,36.8267,20.79,34.79,20.1,36.29,20.89,36.0667,18,48.12,5.525,40.47,20.5,30.1667,22.79,37.09,19.2,39,5.8,66.6667,23,0.0666667,27.0895,27.0895,769.633,6.33333
50,51.0286,1.02857,86.5819,36.5819,56.6667,6.66667,106,56,0,20.3567,37.1,20.79,34.7233,20.1,36.43,21,35.6333,18,48.2,5.93333,39.3633,20.5667,29.96,22.79,36.9633,19.2,39.06,6.1,66.3333,23,0.283333,46.0381,46.0381,769.617,6.16667
60,62.4286,2.42857,89.9883,29.9883,56.6667,-3.33333,76,16,0,20.39,36.7967,20.73,34.53,20.1,36.4,21,35.36,17.9267,48.06,6.36667,37.9567,20.73,29.7267,22.9267,36.5633,19.2,39.23,6.4,66,23,0.5,40.9473,40.9473,769.6,6
70,65.0952,-4.90476,92.4126,22.4126,70,0,94,24,0,20.4633,36.53,20.7,34.4,20.1,36.4,21,35.045,18,47.9333,6.56,36.6967,20.865,29.5475,23,36.0967,19.2,39.29,6.65,65.5,23.5,0.616667,9.70075,9.70075,769.55,6
70,65.4952,-4.50476,92.5298,22.5298,65,-5,70,0,0,20.5333,36.26,20.7,34.3267,20.1,36.3633,21,34.76,18,47.7233,6.86667,35.96,20.9633,29.2633,23.1333,35.7967,19.1333,39.1933,6.9,65,24,0.733333,44.2249,44.2249,769.5,6
70,65.4286,-4.57143,95.5618,25.5618,73.3333,3.33333,80,10,0,20.625,36.095,20.7,34.2,20.1667,36.29,21.0667,34.6267,17.9267,47.4633,7,34.9,21.1,29.1333,23.26,35.4633,19.2,38.9333,7.15,64.5,24.5,0.85,12.9554,12.9554,769.45,6
60,66.8333,6.83333,99.0078,39.0078,60,0,152,92,0,20.7,35.9333,20.7,34.1267,20.2,36.26,21.1,34.4667,17.9267,47.0267,7.26,35.1267,21.1667,28.9267,23.39,35.1,19.2,38.7,7.4,64,25,0.966667,2.26488,2.26488,769.4,6
60,62.1667,2.16667,98.1714,38.1714,60,0,80,20,0,20.79,35.76,20.7,34,20.2,36.2,21.1,34.3267,17.9267,46.7667,7.46667,34.1267,21.3233,28.79,23.5,34.93,19.2,38.76,7.65,63.5,25.5,1.08333,38.4409,38.4409,769.35,6
60,78.3333,18.3333,101.733,41.7333,60,0,290,230,0,20.8567,35.7,20.6333,33.9333,20.2,36.2,21.1,34.2,17.9633,46.5267,7.62333,33.36,21.4633,28.73,23.5667,34.6567,19.2,38.76,7.9,63,26,1.2,20.3609,20.3609,769.3,6
60,120.032,60.0325,123.966,63.9661,63.3333,3.33333,92,32,10,20.96,35.59,20.6,33.9,20.2,36.1267,21.0333,34.0667,17.9633,46.3267,7.83,32.6933,21.5333,28.5667,23.7,34.4667,19.2,38.7,8.05,62.3333,25.5,1.2,11.2853,11.2853,769.283,6
60,64.6071,4.60714,106.988,46.9882,60,0,190,130,0,21.1,35.53,20.6,33.9667,20.29,36.1633,21,33.9667,18,46.06,8.1,31.9267,21.6667,28.5,23.76,34.2667,19.2,38.7,8.2,61.6667,25,1.2,18.8574,18.8574,769.267,6
70,68.2738,-1.72619,106.881,36.8814,70,0,196,126,0,21.2,35.3633,20.5667,33.9333,20.29,36.09,21,33.9667,18,45.86,8.23333,30.66,21.79,28.3567,23.8233,34,19.2,38.7,8.35,61,24.5,1.2,20.2271,20.2271,769.25,6
70,61.5,-8.5,107.021,37.0212,70,0,72,2,0,21.26,35.29,20.5,34,20.29,36.06,21,33.9,17.9633,45.6633,8.36667,29.56,21.8567,28.29,23.9633,33.86,19.2,38.7,8.5,60.3333,24,1.2,34.1442,34.1442,769.233,6
70,66.369,-3.63095,107.821,37.8214,70,0,70,0,0,21.3233,35.2,20.5,34.09,20.29,36,21,33.8267,17.9633,45.53,8.56667,27.8933,21.9267,28.1,24.1,33.6633,19.2,38.59,8.65,59.6667,23.5,1.2,7.07647,7.07647,769.217,6
40,56.4286,16.4286,107.571,67.5712,42.5,2.5,250,210,0,21.39,35.0667,20.5,34.1633,20.39,35.95,21,33.7,18,45.3633,8.8,26.0967,22.0667,28.0333,24.1667,33.4633,19.2,38.59,8.8,59,23,1.2,44.7705,44.7705,769.2,6
40,46.8833,6.88333,108.178,68.1776,42.5,2.5,92,52,0,21.5333,34.9667,20.5,34.2,20.39,35.9,21,33.6267,18,45.23,8.8,26.43,22.2,27.8567,24.29,33.3333,19.2,38.59,8.88333,58.5,25.8333,1.13333,28.3335,28.3335,769.117,6.16667
50,48.05,-1.95,108.905,58.9048,42.5,-7.5,60,10,0,21.6,34.8267,20.5,34.2,20.39,35.8267,21,33.59,18,45.06,8.92667,25.9567,22.26,27.79,24.3567,33.1267,19.2,38.53,8.96667,58,28.6667,1.06667,12.0356,12.0356,769.033,6.33333
40,44.05,4.05,110.483,70.4826,42.5,2.5,56,16,0,21.7,34.79,20.5,34.245,20.39,35.79,21,33.53,18,44.86,9.075,25.52,22.39,27.6667,24.4267,32.9,19.2,38.5,9.05,57.5,31.5,1,13.5669,13.5669,768.95,6.5
70,70.7833,0.783261,130.687,60.687,70,0,98,28,10,21.7,34.73,20.5,34.26,20.39,35.73,21,33.4667,18,44.79,9.16,25.1967,22.4633,27.5333,24.5667,32.7667,19.2,38.5,9.13333,57,34.3333,0.933333,36.475,36.475,768.867,6.66667
70,61.75,-8.25,110.965,40.9647,70,0,60,-10,0,21.8233,34.59,20.5,34.2,20.39,35.7,21,33.4,18,44.695,9.3,23.7233,22.6,27.3567,24.6,32.56,19.29,38.5,9.21667,56.5,37.1667,0.866667,18.1879,18.1879,768.783,6.83333
70,64,-6,112.187,42.187,70,0,124,54,0,21.89,34.53,20.5667,34.29,20.4633,35.76,21,33.4,18,44.59,9.43333,23.39,22.6667,27.29,24.6667,32.5,19.29,38.5,9.3,56,40,0.8,6.86317,6.86317,768.7,7
60,62.9167,2.91667,114.545,54.5446,63.3333,3.33333,58,-2,0,22,34.4,20.5667,34.23,20.5,35.79,21,33.3267,18,44.5,9.63,22.7267,22.73,27.1333,24.79,32.26,19.29,38.4,9.35,56,38,0.85,23.7992,23.7992,768.65,7
70,63,-7,116.871,46.8713,70,0,56,-14,0,22,34.3267,20.6,34.2,20.5667,35.73,21,33.29,18,44.4333,9.76333,21.8667,22.79,27,24.8567,32.1267,19.29,38.3267,9.4,56,36,0.9,10.4915,10.4915,768.6,7
60,63.6667,3.66667,117.806,57.8057,63.3333,3.33333,60,0,0,22.1,34.29,20.6,34.2,20.6,35.7,21,33.26,18,44.4,9.83,21.5333,22.89,26.84,24.89,31.9633,19.29,38.29,9.45,56,34,0.95,21.3195,21.3195,768.55,7
70,63,-7,119.299,49.2986,63.3333,-6.66667,68,-2,0,22.1,34.23,20.6,34.09,20.6,35.7,21,33.2,18,44.3267,9.96333,20.9267,23,26.6667,24.9633,31.8233,19.29,38.23,9.5,56,32,1,46.6963,46.6963,768.5,7
50,59.1429,9.14286,119.658,69.658,60,10,58,8,0,22.2,34.09,20.6,34.09,20.6,35.7,21,33.1633,18,44.26,10,20.2633,23,26.5333,25.0667,31.6667,19.29,38.2,9.55,56,30,1.05,16.8526,16.8526,768.45,7
70,68.1944,-1.80556,119.903,49.9026,70,0,136,66,0,22.2,34.09,20.6,34.09,20.6,35.6267,21,33.09,18,44.2,10,20.8633,23.1,26.4633,25.075,31.525,19.29,38.1267,9.6,56,28,1.1,18.8204,18.8204,768.4,7
70,79.5294,9.52937,141.308,71.3082,70,0,92,22,10,22.2,34.03,20.5333,34.09,20.7,35.6633,21,33.09,18,44.1633,10.1,20.99,23.1,26.39,25.1,31.5,19.39,38.09,9.6,56.1667,28,1.13333,38.3164,38.3164,768.367,6.83333
70,73.3444,3.34444,122.909,52.9093,70,0,144,74,0,22.2,34,20.6,34.09,20.7,35.6633,21,33.09,18,44.09,10.16,21.0567,23.2,26.29,25.1,31.3567,19.365,38.0225,9.6,56.3333,28,1.16667,1.4235,1.4235,768.333,6.66667
70,71.1444,1.14444,122.065,52.0647,60,-10,170,100,0,22.26,34,20.6,34.09,20.7,35.6633,21,33.09,18.1,44.09,10.16,20.1667,23.2,26.23,25.1667,31.23,19.3567,38,9.6,56.5,28,1.2,40.6958,40.6958,768.3,6.5
40,54.0333,14.0333,121.532,81.5322,40,0,162,122,0,22.29,33.9667,20.5667,34.1267,20.7,35.59,21,33.09,18.1,44.09,10.1,20.6933,23.2,26.2,25.2,31.1667,19.39,37.9667,9.6,56.6667,28,1.23333,23.4947,23.4947,768.267,6.33333
40,50.0333,10.0333,121.89,81.8896,40,0,76,36,0,22.29,33.9,20.5,34.26,20.79,35.56,20.9633,33.03,18.1,44,10.1,20.83,23.2,26.2,25.2,31.1,19.39,37.9,9.6,56.8333,28,1.26667,32.9388,32.9388,768.233,6.16667
40,53.0333,13.0333,118.015,78.0151,40,0,48,8,0,22.29,33.8633,20.5,34.4,20.73,35.5,20.89,33.09,18.1,44,10.1,21.23,23.2,26.1667,25.2,31.0667,19.39,37.9,9.6,57,28,1.3,30.0509,30.0509,768.2,6
40,59.2333,19.2333,116.403,76.4027,40,0,170,130,0,22.29,33.79,20.5,34.4,20.7,35.5,20.89,33.09,18.1,43.9,10.1,20.89,23.2,26.1,25.1333,31,19.39,37.9,9.46667,57.1667,28,1.25,40.5702,40.5702,768.233,6
70,64.0333,-5.96667,118.936,48.9365,70,0,114,44,0,22.26,33.76,20.5,34.29,20.7,35.4333,20.89,33.03,18.1,43.9,10.0333,21.1567,23.1667,26.1,25.1,31,19.39,37.79,9.33333,57.3333,28,1.2,4.54804,4.54804,768.267,6
70,110.129,40.1286,117.378,47.3779,70,0,170,100,0,22.2,33.7,20.6933,34.03,20.7,35.4333,20.89,32.9,18.1333,43.76,9.945,21.445,23.1,26.0333,25.1,30.9267,19.39,37.79,9.2,57.5,28,1.15,40.366,40.366,768.3,6
80,114.018,34.0183,140.055,60.0553,80,0,72,-8,10,22.2,33.6633,21.495,32.7,20.7,35.5,20.8233,32.7667,18.2,43.7,9.66,22.3967,23.1,26,25.1,30.89,19.39,37.79,9.06667,57.6667,28,1.1,49.4255,49.4255,768.333,6
90,112.261,22.2611,224.958,134.958,85,-5,182,92,50,22.1333,33.7233,21.1567,32.9967,20.76,35.5,20.79,32.6267,18.2,43.59,9.53333,23.1233,23.0333,25.9267,25.0333,31.0967,19.39,37.79,8.93333,57.8333,28,1.05,1.46387,1.46387,768.367,6
80,81.0183,1.01825,216.764,136.764,85,5,104,24,50,22.2,34.3667,20.7633,34.1967,20.79,35.53,20.79,33.0333,18.32,43.9425,9.23333,23.9567,22.89,26.1667,24.9633,32.4667,19.39,37.7,8.8,58,28,1,27.8995,27.8995,768.4,6
90,93.9071,3.90714,151.501,61.5009,90,0,150,60,20,22.2,35.1667,20.5,35.2333,20.79,35.6633,20.8233,33.7567,18.6333,44,8.96,24.83,22.89,26.9,24.89,33.7267,19.39,37.7,8.43333,60,27.5,1.08333,42.3768,42.3768,768.45,5.5
100,137.34,37.3405,172.883,72.8831,100,0,122,22,30,22.29,36.5667,20.4267,36.2333,20.79,35.7667,20.89,34.5567,18.6667,44.1567,8.62667,25.83,22.89,28,25,34.9333,19.4633,37.8633,8.06667,62,27,1.16667,16.6112,16.6112,768.5,5
100,104.125,4.125,189.604,89.6043,100,0,110,10,40,22.3567,37.16,20.3567,37.2933,20.8567,36.3,20.945,35.84,18.5333,44.49,8.36667,27.0233,22.8233,29.2667,25,35,19.4633,37.8633,7.7,64,26.5,1.25,22.538,22.538,768.55,4.5
130,117.243,-12.7571,131.589,1.58911,127.5,-2.5,182,52,10,22.4267,37.9,20.29,38.1667,20.89,36.53,20.9633,36.3267,18.5,44.9633,7.96333,28.2,22.79,30.2,24.9633,34.8633,19.39,37.9,7.33333,66,26,1.33333,6.89581,6.89581,768.6,4
140,120.35,-19.65,102.593,-37.4069,146.667,6.66667,262,122,0,22.4267,37.0267,20.26,37.8,20.89,36.59,20.89,35.1933,18.4267,45.1633,7.49667,29.7933,22.7225,30.2,24.89,34.53,19.39,37.9667,6.96667,68,25.5,1.41667,34.6807,34.6807,768.65,3.5
140,123.25,-16.75,100.321,-39.6791,146.667,6.66667,126,-14,0,22.29,36.2233,20.1333,37.4,20.89,36.56,20.79,34.6333,18.39,45.29,7.06,31.4967,22.6333,30.0667,24.79,33.8633,19.39,38,6.6,70,25,1.5,9.40806,9.40806,768.7,3
130,110.669,-19.331,120.386,-9.6139,127.5,-2.5,112,-18,10,22.2675,36.0975,20,37.29,20.89,36.4333,20.79,34.36,18.39,45.29,6.6,32.5567,22.5,29.8567,24.79,33.39,19.4633,38,6.46667,70.8333,24.5,1.51667,12.7278,12.7278,768.717,3.16667
120,114.345,-5.65476,94.0348,-25.9652,135,15,98,-22,0,22.2,35.8267,19.9267,37.3633,20.89,36.4,20.7,34.29,18.39,45.2,6.23,34.2,22.5,29.79,24.6667,33.1333,19.5,38.03,6.33333,71.6667,24,1.53333,40.2531,40.2531,768.733,3.33333
110,110.012,0.0119048,94.0178,-15.9822,110,0,84,-26,0,22.1667,35.6633,19.79,37.29,20.89,36.3267,20.7,34.3633,18.39,45.2,6.03,35.5933,22.39,29.7,24.525,32.925,19.5,38.0675,6.2,72.5,23.5,1.55,41.9392,41.9392,768.75,3.5
